overview,genres
"A woman's sanity comes into question, after she claims to have witnessed a murder from her apartment window.",['Crime'|'Drama'|'Film-Noir']
"In California, Bobo and his mooching 'pal' Tiny are doing odd jobs and getting drunk and they hide a secret about the unsolved murder of sailor Pop Kelly but suicidal waitress Anna, saved by Bobo, unravels the mystery.",['Crime'|'Drama'|'Film-Noir']
Alex is an 18 year old young man. He has been a big fan of the Arthur and the Minimoys fantasy film saga for years. It was then that his group of friends offered him to go to the abandoned house where the film was shot. They are unaware that they are about to fall into a deadly p... Read all,['Horror']
"The story of the war, which is the beginning of the history of Turks in Anatolia.",['History'|'War']
none,['Action'|'Comedy'|'Fantasy']
none,['Horror'|'Sci-Fi']
"Five friends fall under the seductive influence of a libidinous, otherworldly presence that threatens to change their lives forever.",['Drama'|'Fantasy'|'Horror']
"After the end of the world, Earth is a thirsty planet ruled by vicious warlords. One woman is brave enough to fight back; she bands together five warriors to save her town and their precious water.",['Action'|'Adventure'|'Sci-Fi']
A frustrated son tries to determine the fact from fiction in his dying father's life.,['Adventure'|'Drama'|'Fantasy']
"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",['Comedy'|'Drama'|'Fantasy']
A killer is stalking the actors of Quadruple X films and trying to get a cut of his favorite porn stars.,['Action'|'Comedy'|'Horror']
"Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",['Drama'|'Romance'|'Thriller']
A top New York detective is sent to Los Angeles where he must solve a case involving an old Sicilian Mafia family feud.,['Action'|'Crime'|'Drama']
"In Colorado territory, outlaw Wes McQueen escapes jail to pull a railroad robbery but, upon meeting pretty settler Julie Ann, he wonders about going straight.",['Western']
A comedy in which the tenants of a high rise work together to defeat a cruel loan shark.,['Comedy'|'Crime']
"A racist cop receives a heart transplant from a black lawyer he hates, who returns as a ghost to ask the cop to help take down the men who murdered him.",['Comedy'|'Crime'|'Drama']
"A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives.",['Animation'|'Adventure'|'Comedy']
"Follows the final nine days in the lives of four hit men who are secretly brought together in a covert operation to fight the nation's drug trafficking epidemic. Underneath their coldhearted facades, the hit men are lost souls in search of redemption. On this mission they'll conf... Read all",['Action'|'Crime']
"Mark Twain writes a screed against Mary Baker Eddy, the founder of Christian Science.",['Drama']
"Five college women buy the old Hokstedter place for their new sorority house. They decide to stay in it for the night to meet the movers in the morning, but begin to get the creeps when the weird neighbor starts poking around.",['Comedy'|'Crime'|'Horror']
Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,['Crime'|'Drama']
140 year old parrot with an attitude and a teenage boy who go in search of buried treasure in an attempt to save the boy's free spirited and youthful grandfather from living the rest of his life in a retirement home.,['Family'|'Adventure']
"Its protagonist is Jane (Jacobs), who finds herself tumbling through a gauntlet of surreal, beautiful and heartbreaking adventures. After dropping off her daughter at a summer camp for the first time, and encouraging her reticent child to engage in new experiences, Jane finds her... Read all",['Drama']
"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",['Action'|'Sci-Fi'|'Thriller']
"The Cuban misadventures of a Florida smuggler, at the time of the Cuban Revolution.",['Crime'|'Drama'|'Film-Noir']
"An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.",['Action'|'Thriller']
"Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.",['Action'|'Drama'|'Thriller']
"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",['Comedy'|'Drama']
"A policeman is killed in a brawl - one of his boys is adopted by another policeman, the other whisked away and brought up by bandits. Years later, the boys meet-again on opposite sides of the law.",['Action'|'Crime'|'Drama']
"In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery.",['Horror'|'Mystery'|'Sci-Fi']
Shipwrecked on an island full of buxom amazons R. Crusoe is trying hard to survive with honor.,['Adventure'|'Comedy'|'Sci-Fi']
A violent youngster and a shy Brahmin girl fall in love but tragedy intervenes when the youngster is brain-damaged following a fight.,['Action'|'Drama'|'Romance']
"In 1975, a Bayonne, New Jersey underdog boxer gets a shot to fight the champ.",['Biography'|'Crime'|'Drama']
"Based on the life of Olympic hopeful Steve Prefontaine, a long distance runner who lived in Oregon and died young.",['Biography'|'Drama'|'Romance']
A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,['Crime'|'Drama']
"Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back.",['Comedy'|'Drama'|'Family']
"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",['Crime'|'Mystery'|'Thriller']
"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.",['Adventure'|'Drama'|'Romance']
"Velu, an aspiring kabaddi player, goes to Madurai to participate in a regional match, where he rescues Dhanalakshmi from Muthupandi, a powerful man keen on marrying the girl against her will.",['Action'|'Drama'|'Romance']
Four female friends embark on a weekend camping expedition into the woods. Things go horribly awry when the quartet runs afoul of a group of wicked rich folks who enjoy hunting humans for sport. Will any of these ladies make it out of the forest alive?,['Action'|'Adventure'|'Horror']
The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.,['Horror']
A jaded psychotherapist returns to her first passion of becoming a writer.,['Drama']
"A pharmaceutical sales rep visits a small town in Louisiana on business. He finds himself in a dark world of corruption and murder with 24 hours to live, running from the police, the mob and a sheriff that wants him dead.",['Crime'|'Mystery'|'Thriller']
A teen drama set during the fall potato harvest in a small northern Maine town.,['Crime'|'Drama'|'Romance']
A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,['Biography'|'Drama']
